#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  2562.0           5.4023E+00              5.4023E+00
  2563.0           5.4027E+00              5.4027E+00
  2564.0           5.4032E+00              5.4032E+00
  2565.0           5.4037E+00              5.4037E+00
  2566.0           5.4041E+00              5.4041E+00
  2567.0           5.4046E+00              5.4046E+00
  2568.0           5.4051E+00              5.4051E+00
  2569.0           5.4055E+00              5.4055E+00
  2570.0           5.4060E+00              5.4060E+00
  2571.0           5.4065E+00              5.4065E+00
  2572.0           5.4070E+00              5.4070E+00
  2573.0           5.4074E+00              5.4074E+00
  2574.0           5.4079E+00              5.4079E+00
  2575.0           5.4084E+00              5.4084E+00
  2576.0           5.4088E+00              5.4088E+00
  2577.0           5.4093E+00              5.4093E+00
  2578.0           5.4098E+00              5.4098E+00
  2579.0           5.4102E+00              5.4102E+00
  2580.0           5.4107E+00              5.4107E+00
  2581.0           5.4112E+00              5.4112E+00
  2582.0           5.4116E+00              5.4116E+00
  2583.0           5.4121E+00              5.4121E+00
  2584.0           5.4126E+00              5.4126E+00
  2585.0           5.4130E+00              5.4130E+00
  2586.0           5.4135E+00              5.4135E+00
  2587.0           5.4140E+00              5.4140E+00
  2588.0           5.4145E+00              5.4145E+00
  2589.0           5.4149E+00              5.4149E+00
  2590.0           5.4154E+00              5.4154E+00
  2591.0           5.4159E+00              5.4159E+00
  2592.0           5.4163E+00              5.4163E+00
  2593.0           5.4168E+00              5.4168E+00
  2594.0           5.4173E+00              5.4173E+00
  2595.0           5.4177E+00              5.4177E+00
  2596.0           5.4182E+00              5.4182E+00
  2597.0           5.4187E+00              5.4187E+00
  2598.0           5.4191E+00              5.4191E+00
  2599.0           5.4196E+00              5.4196E+00
  2600.0           5.4201E+00              5.4201E+00
  2601.0           5.4206E+00              5.4206E+00
  2602.0           5.4210E+00              5.4210E+00
  2603.0           5.4215E+00              5.4215E+00
  2604.0           5.4220E+00              5.4220E+00
  2605.0           5.4225E+00              5.4225E+00
  2606.0           5.4229E+00              5.4229E+00
  2607.0           5.4234E+00              5.4234E+00
  2608.0           5.4239E+00              5.4239E+00
  2609.0           5.4243E+00              5.4243E+00
  2610.0           5.4248E+00              5.4248E+00
  2611.0           5.4253E+00              5.4253E+00
  2612.0           5.4258E+00              5.4258E+00
  2613.0           5.4262E+00              5.4262E+00
  2614.0           5.4267E+00              5.4267E+00
  2615.0           5.4272E+00              5.4272E+00
  2616.0           5.4277E+00              5.4277E+00
  2617.0           5.4281E+00              5.4281E+00
  2618.0           5.4286E+00              5.4286E+00
  2619.0           5.4291E+00              5.4291E+00
  2620.0           5.4296E+00              5.4296E+00
  2621.0           5.4301E+00              5.4301E+00
  2622.0           5.4305E+00              5.4305E+00
  2623.0           5.4310E+00              5.4310E+00
  2624.0           5.4315E+00              5.4315E+00
  2625.0           5.4320E+00              5.4320E+00
  2626.0           5.4325E+00              5.4325E+00
  2627.0           5.4329E+00              5.4329E+00
  2628.0           5.4334E+00              5.4334E+00
  2629.0           5.4339E+00              5.4339E+00
  2630.0           5.4344E+00              5.4344E+00
  2631.0           5.4349E+00              5.4349E+00
  2632.0           5.4354E+00              5.4354E+00
  2633.0           5.4359E+00              5.4359E+00
  2634.0           5.4364E+00              5.4364E+00
  2635.0           5.4368E+00              5.4368E+00
  2636.0           5.4373E+00              5.4373E+00
  2637.0           5.4378E+00              5.4378E+00
  2638.0           5.4383E+00              5.4383E+00
  2639.0           5.4388E+00              5.4388E+00
  2640.0           5.4393E+00              5.4393E+00
  2641.0           5.4398E+00              5.4398E+00
  2642.0           5.4403E+00              5.4403E+00
  2643.0           5.4408E+00              5.4408E+00
  2644.0           5.4413E+00              5.4413E+00
  2645.0           5.4418E+00              5.4418E+00
  2646.0           5.4423E+00              5.4423E+00
  2647.0           5.4428E+00              5.4428E+00
  2648.0           5.4433E+00              5.4433E+00
  2649.0           5.4438E+00              5.4438E+00
  2650.0           5.4443E+00              5.4443E+00
  2651.0           5.4448E+00              5.4448E+00
  2652.0           5.4453E+00              5.4453E+00
  2653.0           5.4458E+00              5.4458E+00
  2654.0           5.4463E+00              5.4463E+00
  2655.0           5.4468E+00              5.4468E+00
  2656.0           5.4473E+00              5.4473E+00
  2657.0           5.4478E+00              5.4478E+00
  2658.0           5.4483E+00              5.4483E+00
  2659.0           5.4488E+00              5.4488E+00
  2660.0           5.4493E+00              5.4493E+00
  2661.0           5.4498E+00              5.4498E+00
  2662.0           5.4503E+00              5.4503E+00
  2663.0           5.4509E+00              5.4509E+00
  2664.0           5.4514E+00              5.4514E+00
  2665.0           5.4519E+00              5.4519E+00
  2666.0           5.4524E+00              5.4524E+00
  2667.0           5.4529E+00              5.4529E+00
  2668.0           5.4534E+00              5.4534E+00
  2669.0           5.4540E+00              5.4540E+00
  2670.0           5.4545E+00              5.4545E+00
  2671.0           5.4550E+00              5.4550E+00
  2672.0           5.4555E+00              5.4555E+00
  2673.0           5.4561E+00              5.4561E+00
  2674.0           5.4566E+00              5.4566E+00
  2675.0           5.4571E+00              5.4571E+00
  2676.0           5.4577E+00              5.4577E+00
  2677.0           5.4582E+00              5.4582E+00
  2678.0           5.4587E+00              5.4587E+00
  2679.0           5.4593E+00              5.4593E+00
  2680.0           5.4598E+00              5.4598E+00
  2681.0           5.4603E+00              5.4603E+00
  2682.0           5.4609E+00              5.4609E+00
  2683.0           5.4614E+00              5.4614E+00
  2684.0           5.4619E+00              5.4619E+00
  2685.0           5.4625E+00              5.4625E+00
  2686.0           5.4630E+00              5.4630E+00
  2687.0           5.4636E+00              5.4636E+00
  2688.0           5.4641E+00              5.4641E+00
  2689.0           5.4647E+00              5.4647E+00
  2690.0           5.4652E+00              5.4652E+00
  2691.0           5.4658E+00              5.4658E+00
  2692.0           5.4663E+00              5.4663E+00
  2693.0           5.4668E+00              5.4668E+00
  2694.0           5.4674E+00              5.4674E+00
  2695.0           5.4680E+00              5.4680E+00
  2696.0           5.4685E+00              5.4685E+00
  2697.0           5.4691E+00              5.4691E+00
  2698.0           5.4696E+00              5.4696E+00
  2699.0           5.4702E+00              5.4702E+00
  2700.0           5.4707E+00              5.4707E+00
  2701.0           5.4713E+00              5.4713E+00
  2702.0           5.4718E+00              5.4718E+00
  2703.0           5.4724E+00              5.4724E+00
  2704.0           5.4730E+00              5.4730E+00
  2705.0           5.4735E+00              5.4735E+00
  2706.0           5.4741E+00              5.4741E+00
  2707.0           5.4746E+00              5.4746E+00
  2708.0           5.4752E+00              5.4752E+00
  2709.0           5.4758E+00              5.4758E+00
  2710.0           5.4763E+00              5.4763E+00
  2711.0           5.4769E+00              5.4769E+00
  2712.0           5.4775E+00              5.4775E+00
  2713.0           5.4780E+00              5.4780E+00
  2714.0           5.4786E+00              5.4786E+00
  2715.0           5.4791E+00              5.4791E+00
  2716.0           5.4797E+00              5.4797E+00
  2717.0           5.4803E+00              5.4803E+00
  2718.0           5.4808E+00              5.4808E+00
  2719.0           5.4814E+00              5.4814E+00
  2720.0           5.4820E+00              5.4820E+00
  2721.0           5.4825E+00              5.4825E+00
  2722.0           5.4831E+00              5.4831E+00
  2723.0           5.4836E+00              5.4836E+00
  2724.0           5.4842E+00              5.4842E+00
  2725.0           5.4848E+00              5.4848E+00
  2726.0           5.4853E+00              5.4853E+00
  2727.0           5.4859E+00              5.4859E+00
  2728.0           5.4865E+00              5.4865E+00
  2729.0           5.4870E+00              5.4870E+00
  2730.0           5.4876E+00              5.4876E+00
  2731.0           5.4881E+00              5.4881E+00
  2732.0           5.4887E+00              5.4887E+00
  2733.0           5.4893E+00              5.4893E+00
  2734.0           5.4898E+00              5.4898E+00
  2735.0           5.4904E+00              5.4904E+00
  2736.0           5.4909E+00              5.4909E+00
  2737.0           5.4915E+00              5.4915E+00
  2738.0           5.4920E+00              5.4920E+00
  2739.0           5.4926E+00              5.4926E+00
  2740.0           5.4932E+00              5.4932E+00
  2741.0           5.4937E+00              5.4937E+00
  2742.0           5.4943E+00              5.4943E+00
  2743.0           5.4948E+00              5.4948E+00
  2744.0           5.4954E+00              5.4954E+00
  2745.0           5.4959E+00              5.4959E+00
  2746.0           5.4964E+00              5.4964E+00
  2747.0           5.4970E+00              5.4970E+00
  2748.0           5.4975E+00              5.4975E+00
  2749.0           5.4981E+00              5.4981E+00
  2750.0           5.4986E+00              5.4986E+00
  2751.0           5.4992E+00              5.4992E+00
  2752.0           5.4997E+00              5.4997E+00
  2753.0           5.5003E+00              5.5003E+00
  2754.0           5.5008E+00              5.5008E+00
  2755.0           5.5013E+00              5.5013E+00
  2756.0           5.5019E+00              5.5019E+00
  2757.0           5.5024E+00              5.5024E+00
  2758.0           5.5029E+00              5.5029E+00
  2759.0           5.5035E+00              5.5035E+00
  2760.0           5.5040E+00              5.5040E+00
  2761.0           5.5045E+00              5.5045E+00
  2762.0           5.5050E+00              5.5050E+00
  2763.0           5.5056E+00              5.5056E+00
  2764.0           5.5061E+00              5.5061E+00
  2765.0           5.5066E+00              5.5066E+00
  2766.0           5.5071E+00              5.5071E+00
  2767.0           5.5076E+00              5.5076E+00
  2768.0           5.5082E+00              5.5082E+00
  2769.0           5.5087E+00              5.5087E+00
  2770.0           5.5092E+00              5.5092E+00
  2771.0           5.5097E+00              5.5097E+00
  2772.0           5.5102E+00              5.5102E+00
  2773.0           5.5107E+00              5.5107E+00
  2774.0           5.5112E+00              5.5112E+00
  2775.0           5.5117E+00              5.5117E+00
  2776.0           5.5122E+00              5.5122E+00
  2777.0           5.5127E+00              5.5127E+00
  2778.0           5.5132E+00              5.5132E+00
  2779.0           5.5137E+00              5.5137E+00
  2780.0           5.5142E+00              5.5142E+00
  2781.0           5.5147E+00              5.5147E+00
  2782.0           5.5151E+00              5.5151E+00
  2783.0           5.5156E+00              5.5156E+00
  2784.0           5.5161E+00              5.5161E+00
  2785.0           5.5166E+00              5.5166E+00
  2786.0           5.5170E+00              5.5170E+00
  2787.0           5.5175E+00              5.5175E+00
  2788.0           5.5180E+00              5.5180E+00
  2789.0           5.5185E+00              5.5185E+00
  2790.0           5.5189E+00              5.5189E+00
  2791.0           5.5194E+00              5.5194E+00
  2792.0           5.5198E+00              5.5198E+00
  2793.0           5.5203E+00              5.5203E+00
  2794.0           5.5207E+00              5.5207E+00
  2795.0           5.5212E+00              5.5212E+00
  2796.0           5.5216E+00              5.5216E+00
  2797.0           5.5221E+00              5.5221E+00
  2798.0           5.5225E+00              5.5225E+00
  2799.0           5.5229E+00              5.5229E+00
  2800.0           5.5234E+00              5.5234E+00
  2801.0           5.5238E+00              5.5238E+00
  2802.0           5.5242E+00              5.5242E+00
  2803.0           5.5247E+00              5.5247E+00
  2804.0           5.5251E+00              5.5251E+00
  2805.0           5.5255E+00              5.5255E+00
  2806.0           5.5259E+00              5.5259E+00
  2807.0           5.5263E+00              5.5263E+00
  2808.0           5.5267E+00              5.5267E+00
  2809.0           5.5271E+00              5.5271E+00
  2810.0           5.5275E+00              5.5275E+00
  2811.0           5.5279E+00              5.5279E+00
  2812.0           5.5283E+00              5.5283E+00
  2813.0           5.5287E+00              5.5287E+00
  2814.0           5.5291E+00              5.5291E+00
  2815.0           5.5295E+00              5.5295E+00
  2816.0           5.5298E+00              5.5298E+00
  2817.0           5.5302E+00              5.5302E+00
  2818.0           5.5306E+00              5.5306E+00
  2819.0           5.5310E+00              5.5310E+00
  2820.0           5.5313E+00              5.5313E+00
  2821.0           5.5317E+00              5.5317E+00
  2822.0           5.5320E+00              5.5320E+00
  2823.0           5.5324E+00              5.5324E+00
  2824.0           5.5327E+00              5.5327E+00
  2825.0           5.5331E+00              5.5331E+00
  2826.0           5.5334E+00              5.5334E+00
  2827.0           5.5337E+00              5.5337E+00
  2828.0           5.5341E+00              5.5341E+00
  2829.0           5.5344E+00              5.5344E+00
  2830.0           5.5347E+00              5.5347E+00
  2831.0           5.5350E+00              5.5350E+00
  2832.0           5.5353E+00              5.5353E+00
  2833.0           5.5356E+00              5.5356E+00
  2834.0           5.5359E+00              5.5359E+00
  2835.0           5.5362E+00              5.5362E+00
  2836.0           5.5365E+00              5.5365E+00
  2837.0           5.5368E+00              5.5368E+00
  2838.0           5.5371E+00              5.5371E+00
  2839.0           5.5374E+00              5.5374E+00
  2840.0           5.5377E+00              5.5377E+00
  2841.0           5.5379E+00              5.5379E+00
  2842.0           5.5382E+00              5.5382E+00
  2843.0           5.5384E+00              5.5384E+00
  2844.0           5.5387E+00              5.5387E+00
  2845.0           5.5389E+00              5.5389E+00
  2846.0           5.5392E+00              5.5392E+00
  2847.0           5.5394E+00              5.5394E+00
  2848.0           5.5397E+00              5.5397E+00
  2849.0           5.5399E+00              5.5399E+00
  2850.0           5.5401E+00              5.5401E+00
  2851.0           5.5403E+00              5.5403E+00
  2852.0           5.5406E+00              5.5406E+00
  2853.0           5.5408E+00              5.5408E+00
  2854.0           5.5410E+00              5.5410E+00
  2855.0           5.5412E+00              5.5412E+00
  2856.0           5.5414E+00              5.5414E+00
  2857.0           5.5415E+00              5.5415E+00
  2858.0           5.5417E+00              5.5417E+00
  2859.0           5.5419E+00              5.5419E+00
  2860.0           5.5421E+00              5.5421E+00
  2861.0           5.5422E+00              5.5422E+00
  2862.0           5.5424E+00              5.5424E+00
  2863.0           5.5426E+00              5.5426E+00
  2864.0           5.5427E+00              5.5427E+00
  2865.0           5.5429E+00              5.5429E+00
  2866.0           5.5430E+00              5.5430E+00
  2867.0           5.5431E+00              5.5431E+00
  2868.0           5.5432E+00              5.5432E+00
  2869.0           5.5434E+00              5.5434E+00
  2870.0           5.5435E+00              5.5435E+00
  2871.0           5.5436E+00              5.5436E+00
  2872.0           5.5437E+00              5.5437E+00
  2873.0           5.5438E+00              5.5438E+00
  2874.0           5.5439E+00              5.5439E+00
  2875.0           5.5440E+00              5.5440E+00
  2876.0           5.5440E+00              5.5440E+00
  2877.0           5.5441E+00              5.5441E+00
  2878.0           5.5442E+00              5.5442E+00
  2879.0           5.5442E+00              5.5442E+00
  2880.0           5.5443E+00              5.5443E+00
  2881.0           5.5443E+00              5.5443E+00
  2882.0           5.5444E+00              5.5444E+00
  2883.0           5.5444E+00              5.5444E+00
  2884.0           5.5444E+00              5.5444E+00
  2885.0           5.5445E+00              5.5445E+00
  2886.0           5.5445E+00              5.5445E+00
  2887.0           5.5445E+00              5.5445E+00
  2888.0           5.5445E+00              5.5445E+00
  2889.0           5.5445E+00              5.5445E+00
  2890.0           5.5445E+00              5.5445E+00
  2891.0           5.5445E+00              5.5445E+00
